#wavelength transmittance
600	0.000
601	0.000
602	0.000
603	0.000
604	0.000
605	0.000
606	0.000
607	0.000
608	0.000
609	0.000
610	0.000
611	0.000
612	0.000
613	0.000
614	0.000
615	0.000
616	0.000
617	0.000
618	0.000
619	0.000
620	0.000
621	0.000
622	0.000
623	0.000
624	0.000
625	0.000
626	0.000
627	0.000
628	0.000
629	0.000
630	0.000
631	0.000
632	0.000
633	0.000
634	0.000
635	0.000
636	0.000
637	0.000
638	0.000
639	0.000
640	0.000
641	0.000
642	0.001
643	0.006
644	0.026
645	0.096
646	0.314
647	0.919
648	2.406
649	5.623
650	11.734
651	21.868
652	36.392
653	54.081
654	71.768
655	85.048
656	90.000
657	85.048
658	71.768
659	54.081
660	36.392
661	21.868
662	11.734
663	5.623
664	2.406
665	0.919
666	0.314
667	0.096
668	0.026
669	0.006
670	0.001
671	0.000
672	0.000
673	0.000
674	0.000
675	0.000
676	0.000
677	0.000
678	0.000
679	0.000
680	0.000
681	0.000
682	0.000
683	0.000
684	0.000
685	0.000
686	0.000
687	0.000
688	0.000
689	0.000
690	0.000
691	0.000
692	0.000
693	0.000
694	0.000
695	0.000
696	0.000
697	0.000
698	0.000
699	0.000
700	0.000
